,expomf,expomf,expomf,expomf,expomf,expomf,expomf,expomf,expomf,expomf
DCG@3,0.08513388060878445,0.08233996601907194,0.08205791570691179,0.08016500530670927,0.08442593815890347,0.08400797101907191,0.08290554401841041,0.0819046475889712,0.08113344752030079,0.08315739563350398
Recall@3,0.09220983901834966,0.08994427558257345,0.08692352433487185,0.08656234755525535,0.08979323802018838,0.09120511088596195,0.08846673421141506,0.08744887237795039,0.08772468010056662,0.09054842583211377
MAP@3,0.07017914993683315,0.06929153063904836,0.07024372396712822,0.0671036749346442,0.07097373885198945,0.0691897444557019,0.06929262511413811,0.06978404442943449,0.06777787158992832,0.06859872790723855
DCG@5,0.09768135180333508,0.09628036567019133,0.09678855214694126,0.09397116734824722,0.09835027065681279,0.09740356857655584,0.09621313116371603,0.09487354289043473,0.09556676569047792,0.09814172673572565
Recall@5,0.11907201020676197,0.11944350632293896,0.11824177267439678,0.11612724680100567,0.11987035160794025,0.12000168861870988,0.11688243461293107,0.11555593080415776,0.11835997598408944,0.12243142331794814
MAP@5,0.07861867862458878,0.07805921422942699,0.07986082967465945,0.07561820643676435,0.07962157742004076,0.07726790873953994,0.0772542278009181,0.07752729933580997,0.07714642200457802,0.07810025704529251
DCG@8,0.11002319371568492,0.1082766124734959,0.10787537043316152,0.10672934075180318,0.11012841311592442,0.10916906699094353,0.10909805817263049,0.10746195330877602,0.10775702066993204,0.10949998070887937
Recall@8,0.1533781755412961,0.15310612030470183,0.14907688843859054,0.15145033584749895,0.15239314796052383,0.15249165071860107,0.15271210927239293,0.150531914893617,0.15208825847123716,0.15451799317047543
MAP@8,0.08583502195204323,0.08499935895030457,0.0862911053572992,0.08262081441454963,0.08667832282637247,0.0844088896393861,0.0850073329831013,0.08473337358321316,0.0839481547149987,0.08486760313529142
