,ip,ip,ip,ip,ip,ip,ip,ip,ip,ip
DCG@3,0.038967898044233285,0.038967898044233285,0.038967898044233285,0.038967898044233285,0.038967898044233285,0.038967898044233285,0.038967898044233285,0.038967898044233285,0.038967898044233285,0.038967898044233285
Recall@3,0.043717372134038805,0.043717372134038805,0.043717372134038805,0.043717372134038805,0.043717372134038805,0.043717372134038805,0.043717372134038805,0.043717372134038805,0.043717372134038805,0.043717372134038805
MAP@3,0.02879247501469724,0.02879247501469724,0.02879247501469724,0.02879247501469724,0.02879247501469724,0.02879247501469724,0.02879247501469724,0.02879247501469724,0.02879247501469724,0.02879247501469724
DCG@5,0.050285252696134305,0.050285252696134305,0.050285252696134305,0.050285252696134305,0.050285252696134305,0.050285252696134305,0.050285252696134305,0.050285252696134305,0.050285252696134305,0.050285252696134305
Recall@5,0.06818636096413874,0.06818636096413874,0.06818636096413874,0.06818636096413874,0.06818636096413874,0.06818636096413874,0.06818636096413874,0.06818636096413874,0.06818636096413874,0.06818636096413874
MAP@5,0.03559464285714285,0.03559464285714285,0.03559464285714285,0.03559464285714285,0.03559464285714285,0.03559464285714285,0.03559464285714285,0.03559464285714285,0.03559464285714285,0.03559464285714285
DCG@8,0.057811372829590535,0.057811372829590535,0.057811372829590535,0.057811372829590535,0.057811372829590535,0.057811372829590535,0.057811372829590535,0.057811372829590535,0.057811372829590535,0.057811372829590535
Recall@8,0.08871296296296295,0.08871296296296295,0.08871296296296295,0.08871296296296295,0.08871296296296295,0.08871296296296295,0.08871296296296295,0.08871296296296295,0.08871296296296295,0.08871296296296295
MAP@8,0.04004232069370958,0.04004232069370958,0.04004232069370958,0.04004232069370958,0.04004232069370958,0.04004232069370958,0.04004232069370958,0.04004232069370958,0.04004232069370958,0.04004232069370958
