,DCG@3,DCG@5,DCG@8,Recall@3,Recall@5,Recall@8,MAP@3,MAP@5,MAP@8
wmf,0.0427623,0.0577355,0.0774584,0.0483977,0.0804534,0.1353509,0.0320417,0.0407651,0.0514247
expomf,0.076085,0.0892335,0.1024027,0.0827668,0.11127,0.1477925,0.0635857,0.0718887,0.079471
relmf,0.0446758,0.0606753,0.0787517,0.0507048,0.0850288,0.1354183,0.032324,0.0415754,0.0513467
